NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORKSPACE GROUP,GB00B67G5X01,118.11,196.24,265.11,281.61,264.36,462.6,756.93,898.13,1775.33,903.76,44.31,386.62,468.99,548.92,721.45,1340.47,1972.6,1785.37,1536.68,2188.76,2230.08,2892.82,1836.99,1926.39,1199.12,1221.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARR (AG),GB00B6XZKY75,147.35,130.14,115.09,129.54,137.68,227.4,317.5,330.67,526.79,459.54,347.52,493.23,711.83,778.46,986.45,1190.73,1145.39,871.85,750.42,1048.92,1106.06,858.1,773.44,797.37,730.59,781.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STAGECOACH GROUP DEAD - DELIST.28/06/22,GB00B6YTLS95,5703.69,3368.22,1572.4,1360.37,722.22,2196.28,2356.34,2093.25,3440.45,3258.22,1372.18,1947.61,2551.62,2522.03,2748.24,3447.75,2996.45,2215.62,1543.05,1082.48,1140.64,952.47,616.23,665.7,706.63,743.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVRAZ SUSP - SUSP.06/12/23,GB00B71N6K86,,,,,,,,,,,,,,9453.77,6664.11,2027.77,4215.92,1329.79,4148.4,7055.57,9748.01,7467.24,10062.14,8980.91,1417.1,1490.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASYJET,GB00B7KR2P84,,,1634.97,2207.96,1456.91,2363.77,1696.12,2665.76,5522.85,3429.84,2111.92,2922.83,2988.84,3445.38,5963.07,11239.9,10309.09,8745.97,4554.92,9189.47,6706.6,7762.87,5190.83,6662.95,4407.1,5427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VESUVIUS,GB00B82YXW83,1523.84,2478.18,1881.75,775.48,625.15,1616.57,1308.37,1572.4,2364.27,2136.17,403.3,1816.97,3013.23,2641.45,1649.68,2019.56,1896.4,1209.9,1593.62,2166.83,2038.94,1537.69,1837.45,1634.59,1290.53,1606.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STUDIO RETAIL GROUP DEAD - DELIST.25/02/22,GB00B8B4R053,111.01,263.86,235.67,377.47,269.36,537.73,825.06,759.65,1288.5,846.11,84.04,248.85,110.41,92.76,215.65,404.03,285.06,249.78,220.55,268.21,209.71,275.69,337.42,142.47,120.18,126.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE SAGE GROUP,GB00B8C3BL03,4016.56,16706.5,6465.64,4046.73,2619.72,4608.07,4902.08,5917.96,6931.3,5511.67,3622.66,4824.12,6695.83,6623.5,6403.74,7484.06,7973.18,9395.04,8506.65,10738.69,8938.53,10917.34,8901.2,9774.14,9599.09,15011.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPASS GROUP,GB00BD6K4575,,,17345.93,15811.9,10866.81,14914.06,10274.34,8312.41,12135.53,11389.12,9681.48,13139.89,16942.51,18991.99,22434.57,26197.06,27074.82,27344.68,27663.28,31588.72,36172.75,40087.57,35404.84,42034.09,39563.71,46367.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIR PARTNER DEAD - DEAD 04/04/22,GB00BD736828,29.58,36.96,57.73,33.33,33.09,77.32,95.58,108.91,174.12,167.48,12.7,13.55,15.87,9.28,10.26,18.96,9.18,11.72,69.45,100.04,60.7,50.83,64.12,105.36,95.04,99.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCA COLA EUROPACIFIC PARTNERS,GB00BDCPN049,13178.54,12126.03,8926.75,7427.16,9414.46,10585.56,10834.42,9192.73,9803.51,11428.7,6156.39,9881.74,8551.36,8239.76,9748.54,11346.23,10007.34,10621.23,17053.47,18496.98,22796.16,24514.4,23045.34,26252.62,24980.86,30774.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXFORD BIOMEDICA,GB00BDFBVT43,36.44,182.23,210.09,129.43,25.75,176.16,135.63,262.52,518.69,192.92,51.61,93.42,83.13,50.69,52.26,73.37,309.52,266.97,160.84,447,575.59,616.65,1137.39,1022.46,520.31,222.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL GRID,GB00BDR05C01,11887.33,10657.73,13811.43,11514.83,19726.43,22906.08,30176.52,27485.55,41919.43,37713.22,27410.55,24222.68,34038.44,39759.37,43252.67,52839.2,56874.4,56779.97,47947.96,36072.32,37377.77,46426.68,41475.24,52990.6,45720.38,48653.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLS HOLDINGS,GB00BF044593,210.32,217.22,353.67,302,313.55,463.07,669.9,691.29,1015.55,446.87,226.42,341.1,440.27,485.93,527.01,928.85,1045.24,898.45,801.14,1340.39,1316,1475.91,1205.01,1168.69,752.79,467.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREAT PORTLAND ESTATES,GB00BF5H9P87,1230.67,1074.22,912.11,740.98,729.19,903.28,1036.62,1159.69,2475.46,1599.41,613.43,1699.91,2271.88,2229.56,3132.96,4265.21,5106.7,4391.64,3320.06,2884.78,2657.25,3079.05,2311.59,2523.16,1763.82,1242.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRDN,GB00BF8Q6K64,,,,,,,,,12966.05,8570.32,6818.58,6794.37,8806.66,8514.48,12281.63,14701.09,14822.89,10086.56,8740.5,16704.02,8159.76,9595.31,9401.84,7170.56,5048.97,3757.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDROW DEAD - DELIST.23/08/24,GB00BG11K365,689.4,533.7,497.68,580.57,659.11,1016.53,1261.08,1517.04,2071.6,829.51,363.06,685.89,636.47,667.11,1110.89,2084.8,1742.84,2479.05,2184.05,3371.72,2792.09,3508.75,2752.96,2916.59,2147.16,2876.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIGHTMOVE,GB00BGDT3G23,,,,,,,,,1372.05,1090.35,334.25,956.18,1598.96,2257.59,2756.41,4418.39,3660.78,5062.23,4894.75,5524.87,5394.71,7841.87,7295.71,7357.5,5845.41,5628.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMI,GB00BGLP8L22,1486.15,1283.12,1391.9,1280.31,1410.4,2279.77,2754.82,3042.82,3534.89,2291.15,1417.2,2666.47,4623.21,4665.69,5998.35,7525.28,5788.86,3208.07,4117.78,4864.27,3395.85,3978.06,4812.62,5777.83,4808.06,5693.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VODAFONE GROUP,GB00BH4HKS39,55047.36,165534.63,210252.62,138702.13,125432.56,169216.73,169228.85,122675.28,156821.26,175369.05,107006.25,114571.08,148600.18,138709.23,132077.91,176398.37,93655.12,79620.26,63679.11,77765.5,48315.17,53009.84,49383.61,50244.98,29831.75,21754.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICTL.HTLS.GP.,GB00BHJYC057,,,,,,7457.82,7890.59,6489.36,9182.18,4228.95,3421.24,3991.23,9290.35,9148.87,10886.19,11208.9,11809.76,9789.63,9672.8,12193.33,10436.63,11289.83,12725.77,12113.93,11985.83,15951.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICRO FOCUS INTL. DEAD - DELIST.01/02/23,GB00BJ1F4N75,,,,,,,,462.89,910.65,869.6,931.35,1555.52,1376.63,1155.43,1480.8,1648.69,3645.16,4253.27,6410,12438.13,8228.57,3330.77,2247.59,2076.32,2167.6,2279.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRODA INTERNATIONAL,GB00BJFFLV09,564.85,544.87,517.84,430.93,463.68,659.57,871.71,1102.06,1698.37,1331.58,1121.98,1799.46,3547.04,4561.92,5522.81,5651.94,5947.26,5817.83,5869.88,8173.33,8772.1,8429.85,12294.06,14427.3,11833.06,8801.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAILY MAIL 'A' DEAD - DELIST.10/01/22,GB00BJQZC279,4858.58,7141.27,4480.99,3405,3184.66,4829.84,5126.59,4974.74,5655.33,3160.78,1460.01,2549.56,3475.43,2663.91,3611.6,6086.4,4586.58,3179.53,3047.31,2997.66,2651.13,2164.68,2285.72,770.15,683.55,718.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,GB00BJT0FF39,926.06,1314.19,787.22,107.25,133.95,244.43,322.13,290.05,365.64,369.13,234.88,252.46,258.56,109.42,109.76,197.39,176.63,171.78,181.85,211.69,261.15,310.37,240.61,199.75,63.97,58.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAVIS PERKINS,GB00BK9RKT01,682.71,1013.18,1119.27,1412.9,1749.55,2806.92,4449.48,3058,5082.64,2605.84,768.86,2658.91,4635.2,4138.71,5386.39,8371.46,8358.06,7104.84,5203.41,5595.84,4429.46,5788.5,5553.1,4248.51,2668.36,2066.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HYVE GROUP DEAD - DELIST.23/05/23,GB00BKP36R26,94.09,164.63,242.23,107.46,163.16,324.9,443.66,683.4,859.7,678.98,236.5,517.29,960.74,908.29,1039.47,1118.9,553.76,503.4,524.29,631.21,646.53,1005.89,418.12,402.53,241.68,454.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALLIFORD TRY,GB00BKY40Q38,31.53,52.89,99.7,111.5,89.75,195.34,256.23,432.39,851.8,563.07,197.59,401.11,447.09,634.67,1083.61,1562.37,1695.89,1720.72,1473.28,1172.47,1027.74,232.6,201.39,265.23,222.29,309.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPITAL & REGIONAL DEAD - DELIST.11/12/24,GB00BL6XZ716,279.09,351.51,318.58,305.03,282.66,519.42,934.52,1184.45,2347.35,586.7,31.54,2409.5,2033.79,1669.58,154.04,285.22,5777.12,6470.43,4932.71,5244.98,2742.22,301.21,95.16,136.52,117.65,151.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESCO,GB00BLGZ9862,19830.31,17005.25,26479.67,24792.44,20573.62,34112.38,44935.6,45074.01,67829.54,58833.87,43241.29,51100.15,52028.29,41946.05,45514.29,42552.47,28361.91,20587.98,19678.22,23028.82,28942.21,32286.5,33121.23,30145.71,21721.17,24901.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATWEST GROUP,GB00BM8PJY71,17073.19,14099.54,61675.06,71383.61,66107.21,89313.65,104870.59,97081.82,129252.14,70779,13951.79,122577.34,179577.72,117056.18,34179.6,36964.51,40194.66,43862.58,35674.01,50214.44,40398.54,37560.87,30540.57,40550.5,35321.73,24050.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JD SPORTS FASHION,GB00BM8Q5M07,72.39,112.39,196.12,188.77,117.11,151.17,242.12,210.49,366.54,341.38,189.63,449.16,661.77,617.15,586.84,1180.72,1502.18,3120.92,4246.32,4939.59,5753.55,10514.47,11391.8,12661.22,11170.66,7028.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFORMA,GB00BMJ6DW54,698.18,1151.33,983.99,426.02,283.45,976.85,2317.22,3256.36,4836.89,3001.4,1644.16,2998.09,4363.45,3955.61,4560.7,5188.28,5151.83,5775.84,6821.7,7776.39,11065.64,12970.07,10799.5,11341.23,11346.69,13704.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOBLE CORPORATION,GB00BMXNWH07,,,,,,,,,,,,,,,,,,,,,,,,1554.85,5299.05,6185.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLAXOSMITHKLINE,GB00BN7SWP63,47517.94,35898.17,40677.26,35879.85,26909,33093.67,33782.65,37715.56,158532.87,115360.01,96161.62,97945.74,99557.05,112739.13,110689.64,128406.88,112687.47,98824.12,95372.75,88476.74,99603.32,109782.28,87407.61,111573.39,73048.9,86975.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
