NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEAR,US5218652049,,,,,,,,,,,,3089.25,5719.21,4612.95,4974.74,6047.63,8465.97,7341.74,9689.88,12799.15,9325.42,7360.67,9348.64,10179.96,8365.73,7548.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEGGETT&PLATT,US5246601075,4121.02,3398.18,4095.61,4617.37,3831.47,4767.73,5450.16,4444.63,4354.77,3107.9,2116.5,2806.39,3329.93,3066.8,4227.47,4232.18,6002.57,5548.62,6498.2,6034.6,5709.69,5958.06,5700.96,4989.64,4615.8,3088.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENNAR A A,US5260571048,1232.78,791.3,1903.43,2859.15,2894.81,5535.73,7195.46,7288.52,7009.3,2466.85,1202.03,2259.61,3085.18,3582.94,6402.38,7230.75,8313.73,6875.73,8767.65,12422.72,13231.33,19187.51,25019.44,25018.54,26772.44,37739.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENNOX INTL.,US5261071071,,575.82,617.49,567.89,694.06,1073.48,1263.59,2147.17,2134.62,2210.48,1652.09,2266.34,2780.59,2028.55,2925.54,4241.12,4520.86,5110.63,6900.56,8402.78,9284.11,9085.79,10348.8,9853.48,9342.09,15578.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELI LILLY,US5324571083,97254.63,69043.56,89173.75,81909.75,67138.94,81803.5,63077.54,62491.77,61580.98,58099.46,43408.83,39664.25,41282.5,45731.59,62407.64,59948.97,78340.81,82352.25,85776.75,84475.94,124470.4,140572.7,193009.4,232978,322756.3,688607.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCOLN ELECTRIC HDG.,US5339001068,1023.48,860.27,818.82,1069.82,860.68,996.04,1364.36,1900.68,2757.13,2629.27,1902.86,2012.05,2942.14,3791.69,4491.46,5646.4,5424.45,3821.69,5464.44,5908.01,5530.2,5567.98,6873.66,7443.13,10001.91,12889.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINCOLN NATIONAL,US5341871094,8120.93,6694.95,8818.61,9409.97,5336.23,7915.03,8225.26,9122.7,19533.09,14204.41,4227.15,7165.33,9825.9,7185.64,8024.95,12928.46,14496.26,8854.5,15848.36,17180.29,12649.67,11792.73,9871.99,12929.7,5993.61,4594.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LINDSAY,US5355551061,214.46,204.67,272.59,220.09,235.88,292.25,270.66,288.93,383.79,690.57,351.29,456.73,894.58,808.04,1156.86,1200.84,1057.04,780.15,807.96,970.93,935.71,1134,1639.56,1370.89,1732.15,1420.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LITTELFUSE,US5370081045,365.49,508.35,580.92,466.48,374.52,682.94,697.63,626.19,844.33,638.6,316.13,635.36,1141.9,1211.47,1460.55,2037.13,2088.71,2451.94,3626.09,5105.94,4500.29,4484.06,6386.26,6258.5,6721.88,5971.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOCKHEED MARTIN,US5398301094,14866.39,7424.12,15563.21,23929.53,22831.01,22089.82,25647.93,30461.5,42890.36,43191.62,31372.73,28427.45,28520.18,28163.88,28206.67,49863.43,61614.53,64744.94,74428.25,98644.63,84805.38,123818.3,94406,106844.7,119563.4,103930.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOEWS,US5404241086,9727.68,6044.85,9979.73,10951.48,7838.65,10188.45,13067.78,17722.11,24064.22,23761.61,10893.55,15196.07,17901.07,15220.99,17137.32,17493.69,15191.95,12302.24,15626.48,15737.57,14892.55,15323.77,12764.82,15098.15,14746.1,16145.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOWE'S COMPANIES,US5486611073,19398.16,17945.23,19978.74,33744.72,26596.02,42989.93,45554.2,48377.28,51881.29,35073.21,28272.18,31781.18,33975.66,33769.03,43603.68,48181.29,69023.94,60250.44,62837.72,82909.63,77790.44,93111.38,128248.4,152103.3,129052.7,127250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUMEN TECHNOLOGIES,US5502411037,6194.32,5403.83,4212.25,4348.79,3977.34,3969.99,4565.99,4525.8,5165.41,3923.01,2778.83,10059.32,13394.4,23154.04,25700.94,17016.92,22006.39,14609,13598.38,18237.18,15258.9,15841.02,13417.91,12839.63,5162.56,1462.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M&T BANK,US55261F1049,3803.92,3164.9,6447.63,6901.76,9258.83,11032.14,11853.87,11904.56,13493.51,9858.2,4532.75,8581.7,10577.06,10222.19,13285.73,14800.08,16100.87,19165.34,25195.39,27778.22,23090.95,22167.71,18012.29,23224.98,27086.02,21677.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDC HOLDINGS DEAD - DELIST.19/04/24,US5526761086,357.71,319.38,939.16,1018.27,1009.99,1948.56,3347.09,2723.3,2623.65,2074.7,1651.09,1556.12,1444.84,1198.45,1855.42,1422.2,1307.23,1045.32,1391.66,1701.09,1764.7,2797.1,3816.49,3206.11,2855.52,4643.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDU RESOURCES GROUP,US5526901096,1212.95,1136.68,1912.96,1925.05,1873.18,2655.36,3155.55,4221.61,4769.82,4687.37,3708.11,3736.6,3902.53,4081.71,4401.64,6161.54,4258.7,3278.51,5191.19,5013.46,5049.43,6209.89,5376,5840.23,6267.27,4003.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGM RESORTS INTL.,US5529531015,1828.04,2421.17,4833.51,4963.45,3993.65,6016.41,11074.34,10390.12,20626.69,21095.55,1794.5,4826.94,7206.59,6824.13,6330.26,12153.63,9806.19,10099.32,16396.97,19638.43,15244.15,15778.71,16942.83,21389.25,15917.88,14603.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSC INDL.DIRECT 'A',US5535301064,872.26,519.38,569.62,703.06,546.65,1179.62,1677.35,2166.33,2090.5,1839.32,1629.88,1948.83,2818.7,3629.84,3918.23,3926.13,3675.3,3163.23,4639.49,4102.25,3742.68,3175.68,4000.89,3786.49,4220.77,5524.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MACERICH,US5543821012,817.07,734.63,705.51,789.06,1090.61,2820.49,3494.2,4206.59,7419.41,4852.9,1148.53,3026.66,6348.1,7322.73,9088.85,8324.18,13829.73,12048.73,9684.19,8473.12,6041.21,3550.32,1938.66,3423.51,2985.84,3662.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERIS RESIDENTIAL,US5544891048,1722.58,1463.52,1584.95,1769.48,1606.8,2444.14,2627.85,2734.39,3460.8,2357.9,1455.28,2504.94,2739.8,2563.77,2347.26,1824.72,1743.22,1659.38,2513.97,1729.05,1903.05,1936.95,1148.42,1516.07,1533.85,1373.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MACY'S,US55616P1049,9174.02,7834.61,9276.11,7345.02,4690.23,9053.95,10005.09,18268.41,21699.89,10872.32,4079.46,6913.02,9955.93,14857.35,15917.75,19372.54,21706.43,12656.43,9536.9,7541.06,7889.61,5067.03,4679.24,7479.59,6508.48,5081.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANITOWOC,US5635714059,655.05,711.28,726.73,808.08,533.98,802.18,1022.64,2083.24,3525.14,4955.61,730.01,1418.52,2488.69,2089.07,2473.71,3735.53,2785.73,2068.98,914.04,1296.17,587.1,497.4,484.82,608.58,491.19,586.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANPOWERGROUP,US56418H1005,1904.11,2711.85,2598.53,2513.05,2457.47,3591.24,4028.09,4562.32,6341.91,4259.16,2528.34,4039.69,5546.57,3788.16,4043.64,5979.05,5922.02,5400.45,6528.83,8016.5,4963.83,5471.04,5228.62,5776.55,4625.97,3533.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARATHON OIL DEAD - DELIST.22/11/24,US5658491064,7362.91,7716.25,8810.7,8558.16,6742.61,10021.52,13983.92,25617.9,30868.26,32811.13,19209.3,20147.59,32957.02,23342.17,24062.11,22720.38,18870.12,5728.97,13580.79,13875,12693.58,9343.16,6267.77,16824.18,17064.26,13279.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARKEL GROUP,US5705351048,979.43,904.72,1409.66,1643.82,2094.59,2699.38,3382.54,3226.41,4790.01,4450.78,2975.97,3269.81,4030.35,3886.88,4738.33,7587.54,9904.36,11616.65,12867.49,15345.48,14049.99,17966.42,15155.43,17194.04,18781.17,18949.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARSH & MCLENNAN,US5717481023,15566.82,25395.54,30484.25,27993.88,21938.1,25043.27,16967.04,16259.29,16114.8,13882.79,10225.02,11710.79,15450.29,17548.52,19902.77,25096.35,29932.2,28508.07,35972.98,41930.91,45086.88,58884.67,57616.83,77410.5,86035.94,96299.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARRIOTT INTL.'A',US5719032022,8876.45,8150.5,10600.04,9387.44,7096.85,10520.36,14870.2,13873.26,19448.03,12423.37,5737.7,9393.28,14702.78,12075.96,12769.89,14517.09,20524.96,15211.45,32913.39,49912.5,39407.36,47101.83,41994.46,54076.38,54050.57,71774.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARTIN MRTA.MATS.,US5732841060,2451.01,2026.05,2045.54,1896.54,1366.93,2252.25,2689.34,4126.3,5338.39,4453.06,3543.91,3503.65,4034.74,3940.88,4470.19,5204.81,7935.85,8138.59,14382.7,13756.81,11429.9,17131.4,18532.8,23265.32,22257.02,32416.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARVELL TECHNOLOGY,US5738741041,,,2697.2,4112.74,2163.75,5547.38,9007.98,19204.54,11001.75,6420.29,5078.2,11353.33,13065.28,9499.38,4964.8,7329.3,8295.15,4637.7,7984.18,10577.75,12050.14,16110.21,33623.59,60390.77,39912.69,59970.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASCO,US5745991068,10706.79,8312.64,10709.48,11702.43,8686.37,11944.94,16890.88,12289.17,12777.9,7873.87,2922.73,5073.12,5146.08,4573.36,6368.28,7848.01,9105.63,8114.53,10765.96,13378.68,10460.37,13556.24,14507.97,14472.35,12275.81,15480.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASTERCARD,US57636Q1040,,,,,,,,,8910.8,16876.13,15987.56,24231.45,30630.09,47684.32,61287.01,87091.44,93523.69,90165.56,114008.1,176087.1,218448.7,326165.8,334844.3,365598.2,355556.9,428190.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATCH GROUP,US57667L1070,,,,,,,,,,,,,,,,,,356.79,807.7,2320.74,3821.21,5662.85,42509.43,32104.7,13632.93,9464.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATTEL,US5770811025,7999.84,4470.75,7126.75,7480.14,9142.3,8146.33,8560.76,6715.45,9847.95,7733.09,4627.32,7265.74,9107.08,10836.68,13612.07,12501.76,9559.99,10794.85,8852.13,5843.4,4266.06,4883.93,6442.22,7518.32,7353.82,6644.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCCORMICK & COMPANY NV.,US5797802064,1896.07,1633.97,2243.99,2770.75,2772.59,3774.12,4575.94,3662.87,4626.43,3890,3899.13,4282.82,5391.48,6086.14,7619.09,7501.89,8646.13,9908.81,10860.99,12431.91,15306.94,20160.3,22477.12,25446.3,18698.78,16499.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
