0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
3279.068,2551.115,2284.064,2125.31,2281.256,2264.329,699.065,670.023,651.371,814.443,819.446,647.488,926.952,922.32,923.197,1305.448,1139.168,1050.604,886.662,1064.542,1187.746,1115.383,884.386,1038.879,965.206,557.828,584.497,532.545,526.07,532.684,958.624,966.549,854.062,874.247,985.119,982.063,519.662,573.243,1105.45,1254.092,1883.566,0.0,0.0,10103.64,10687.912,8368.002,6129.119,6122.906,8786.356,8841.19,9662.749,8928.882
3279.068,2551.115,2284.064,2125.31,2281.256,2264.329,699.065,670.023,651.371,814.443,819.446,647.488,926.952,922.32,923.197,1305.448,1139.168,1050.604,886.662,1064.542,1187.746,1115.383,884.386,1038.879,965.206,557.828,584.497,532.545,526.07,532.684,958.624,966.549,854.062,874.247,985.119,982.063,519.662,573.243,1105.45,1254.092,1883.566,0.0,0.0,10103.64,10687.912,8368.002,6129.119,6122.906,8786.356,8841.19,9662.749,8928.882
7068.698,7821.559,7891.344,8184.074,8090.963,8093.639,9408.793,9436.76,9456.577,9305.256,9308.075,9466.342,9203.789,9210.958,9210.125,8869.031,9014.324,9085.32,9233.176,9075.674,8963.063,9035.683,9232.77,9076.316,9155.727,9557.611,9523.322,9579.864,9586.469,9579.747,9193.468,9187.02,9280.84,9273.723,9172.906,9167.114,9605.38,9537.9,9080.369,9000.627,8806.746,10103.64,10103.64,0.0,949.989,8714.641,10957.132,11279.425,10249.414,10270.937,9415.921,9436.437
7522.917,8284.74,8424.297,8673.566,8560.968,8567.528,10005.922,10032.405,10053.197,9912.277,9918.939,10067.265,9818.138,9826.282,9825.485,9507.035,9641.772,9704.295,9841.497,9696.669,9590.632,9661.767,9839.492,9684.078,9765.971,10157.932,10118.97,10178.08,10184.655,10177.977,9816.327,9810.532,9895.405,9893.284,9798.234,9789.566,10209.075,10135.959,9716.411,9655.76,9537.642,10687.912,10687.912,949.989,0.0,8196.544,10721.107,11047.782,9673.962,9689.283,8746.57,8846.594
6685.127,6831.332,7381.78,7092.271,6925.399,6955.617,8273.429,8268.295,8282.448,8331.766,8366.658,8323.028,8369.054,8379.714,8379.805,8493.358,8435.714,8378.414,8323.462,8393.945,8423.257,8429.071,8309.189,8276.236,8319.484,8343.83,8292.938,8331.734,8333.384,8331.83,8442.532,8446.662,8392.12,8434.902,8459.206,8431.694,8387.419,8318.265,8531.485,8686.531,9382.84,8368.002,8368.002,8714.641,8196.544,0.0,3213.803,3483.76,1584.429,1619.134,1465.467,913.575
5995.245,5712.493,6174.131,5757.874,5653.848,5679.885,6321.52,6304.301,6310.023,6424.891,6458.67,6346.708,6506.389,6513.928,6514.382,6777.723,6656.069,6567.676,6447.947,6587.408,6666.336,6640.034,6433.844,6469.885,6477.909,6328.854,6292.035,6307.212,6306.088,6307.358,6584.423,6591.362,6496.002,6541.999,6610.057,6585.049,6352.795,6311.392,6722.664,6912.435,7695.46,6129.119,6129.119,10957.132,10721.107,3213.803,0.0,326.806,2813.294,2860.144,3944.377,3264.921
6180.912,5860.293,6304.228,5880.851,5785.91,5810.994,6355.786,6337.101,6341.53,6463.962,6497.087,6377.112,6550.372,6557.372,6557.869,6837.354,6709.062,6617.809,6491.028,6637.815,6722.188,6692.011,6477.159,6522.065,6525.198,6353.934,6319.705,6331.217,6329.704,6331.369,6627.885,6635.106,6535.52,6581.29,6654.368,6630.066,6374.654,6337.908,6770.796,6962.488,7746.216,6122.906,6122.906,11279.425,11047.782,3483.76,326.806,0.0,2958.955,3002.007,4128.926,3472.303
7766.187,7755.252,8289.425,7936.019,7789.811,7819.397,8855.294,8843.466,8853.351,8939.273,8974.415,8892.75,9000.889,9010.171,9010.455,9203.615,9112.201,9037.506,8947.407,9055.593,9110.97,9100.59,8932.871,8934.984,8961.117,8892.66,8848.417,8874.96,8875.094,8875.086,9078.566,9084.272,9006.824,9052.349,9100.348,9073.471,8926.229,8871.018,9195.386,9372.103,10129.036,8786.356,8786.356,10249.414,9673.962,1584.429,2813.294,2958.955,0.0,57.92,1236.686,831.242
7823.314,7813.121,8347.333,7993.926,7847.73,7877.316,8911.81,8899.927,8909.772,8995.983,9031.119,8949.152,9057.775,9067.044,9067.33,9260.981,9169.377,9094.58,9004.244,9112.681,9168.217,9157.736,8989.709,8992.072,9018.082,8948.871,8904.7,8931.122,8931.242,8931.249,9135.468,9141.185,9063.577,9109.115,9157.284,9130.416,8982.336,8927.271,9252.465,9429.297,10186.483,8841.19,8841.19,10270.937,9689.283,1619.134,2860.144,3002.007,57.92,0.0,1212.862,843.056
8149.933,8279.233,8828.643,8525.07,8362.055,8392.264,9634.093,9626.46,9639.116,9702.016,9737.202,9679.509,9747.951,9758.203,9758.36,9897.819,9829.592,9766.422,9699.396,9782.866,9820.566,9821.344,9684.95,9663.568,9701.404,9692.544,9643.867,9678.215,9679.29,9678.323,9823.267,9827.951,9765.251,9809.237,9841.749,9814.295,9732.547,9668.316,9921.876,10084.539,10801.451,9662.749,9662.749,9415.921,8746.57,1465.467,3944.377,4128.926,1236.686,1212.862,0.0,735.201
7511.814,7601.408,8148.564,7832.173,7672.607,7702.753,8909.062,8900.893,8913.221,8979.203,9014.428,8953.538,9027.453,9037.576,9037.752,9186.314,9113.92,9048.759,8978.106,9065.493,9106.203,9105.098,8963.626,8945.799,8981.862,8965.046,8916.825,8950.327,8951.299,8950.437,9103.231,9108.076,9043.126,9087.389,9122.241,9094.836,9004.377,8941.087,9204.846,9370.126,10095.768,8928.882,8928.882,9436.437,8846.594,913.575,3264.921,3472.303,831.242,843.056,735.201,0.0
