0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,51
"{'distance_km': 0.0, 'duration_hr': 0.0}","{'distance_km': 973.135, 'duration_hr': 12.319}","{'distance_km': 1221.145, 'duration_hr': 14.434}","{'distance_km': 1459.059, 'duration_hr': 18.424}","{'distance_km': 1395.776, 'duration_hr': 18.396}","{'distance_km': 1413.051, 'duration_hr': 17.974}","{'distance_km': 3142.639, 'duration_hr': 35.084}","{'distance_km': 3142.844, 'duration_hr': 35.177}","{'distance_km': 3262.248, 'duration_hr': 36.275}","{'distance_km': 3095.978, 'duration_hr': 34.739}","{'distance_km': 3161.11, 'duration_hr': 35.707}","{'distance_km': 3210.422, 'duration_hr': 36.741}","{'distance_km': 3102.082, 'duration_hr': 35.267}","{'distance_km': 3112.952, 'duration_hr': 35.516}","{'distance_km': 3112.063, 'duration_hr': 35.457}","{'distance_km': 2812.751, 'duration_hr': 33.837}","{'distance_km': 3065.527, 'duration_hr': 34.792}","{'distance_km': 2973.882, 'duration_hr': 34.008}","{'distance_km': 3081.859, 'duration_hr': 34.601}","{'distance_km': 3023.355, 'duration_hr': 34.784}","{'distance_km': 3016.264, 'duration_hr': 34.277}","{'distance_km': 3046.862, 'duration_hr': 34.565}","{'distance_km': 3079.247, 'duration_hr': 34.568}","{'distance_km': 2845.563, 'duration_hr': 32.669}","{'distance_km': 2933.052, 'duration_hr': 33.529}","{'distance_km': 3453.739, 'duration_hr': 38.496}","{'distance_km': 3252.821, 'duration_hr': 36.456}","{'distance_km': 3418.966, 'duration_hr': 37.966}","{'distance_km': 3416.834, 'duration_hr': 37.941}","{'distance_km': 3420.331, 'duration_hr': 38.037}","{'distance_km': 3123.764, 'duration_hr': 35.903}","{'distance_km': 3136.331, 'duration_hr': 36.173}","{'distance_km': 3189.587, 'duration_hr': 36.997}","{'distance_km': 3224.668, 'duration_hr': 37.26}","{'distance_km': 3166.292, 'duration_hr': 36.618}","{'distance_km': 3126.2, 'duration_hr': 36.348}","{'distance_km': 3467.352, 'duration_hr': 38.486}","{'distance_km': 3290.265, 'duration_hr': 37.271}","{'distance_km': 3188.002, 'duration_hr': 36.159}","{'distance_km': 3091.305, 'duration_hr': 36.772}","{'distance_km': 3812.05, 'duration_hr': 43.521}","{'distance_km': 3919.532, 'duration_hr': 42.951}","{'distance_km': 3919.532, 'duration_hr': 42.951}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 12716.523, 'duration_hr': 179.728}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 0.0, 'duration_hr': 0.0}"
"{'distance_km': 974.707, 'duration_hr': 12.388}","{'distance_km': 0.0, 'duration_hr': 0.0}","{'distance_km': 611.627, 'duration_hr': 7.548}","{'distance_km': 645.959, 'duration_hr': 8.475}","{'distance_km': 471.419, 'duration_hr': 6.539}","{'distance_km': 494.495, 'duration_hr': 6.767}","{'distance_km': 2396.179, 'duration_hr': 27.903}","{'distance_km': 2396.383, 'duration_hr': 27.996}","{'distance_km': 2515.787, 'duration_hr': 29.094}","{'distance_km': 2349.518, 'duration_hr': 27.558}","{'distance_km': 2414.65, 'duration_hr': 28.526}","{'distance_km': 2463.961, 'duration_hr': 29.558}","{'distance_km': 2355.621, 'duration_hr': 28.086}","{'distance_km': 2366.491, 'duration_hr': 28.335}","{'distance_km': 2365.602, 'duration_hr': 28.277}","{'distance_km': 2317.023, 'duration_hr': 27.828}","{'distance_km': 2319.066, 'duration_hr': 27.611}","{'distance_km': 2227.421, 'duration_hr': 26.828}","{'distance_km': 2335.398, 'duration_hr': 27.42}","{'distance_km': 2276.895, 'duration_hr': 27.603}","{'distance_km': 2269.804, 'duration_hr': 27.096}","{'distance_km': 2300.401, 'duration_hr': 27.384}","{'distance_km': 2332.787, 'duration_hr': 27.387}","{'distance_km': 2099.103, 'duration_hr': 25.488}","{'distance_km': 2186.591, 'duration_hr': 26.348}","{'distance_km': 2707.279, 'duration_hr': 31.315}","{'distance_km': 2506.361, 'duration_hr': 29.275}","{'distance_km': 2672.505, 'duration_hr': 30.785}","{'distance_km': 2670.373, 'duration_hr': 30.76}","{'distance_km': 2673.871, 'duration_hr': 30.856}","{'distance_km': 2377.303, 'duration_hr': 28.723}","{'distance_km': 2389.87, 'duration_hr': 28.992}","{'distance_km': 2443.126, 'duration_hr': 29.816}","{'distance_km': 2478.208, 'duration_hr': 30.079}","{'distance_km': 2419.832, 'duration_hr': 29.437}","{'distance_km': 2379.74, 'duration_hr': 29.167}","{'distance_km': 2720.892, 'duration_hr': 31.306}","{'distance_km': 2543.805, 'duration_hr': 30.09}","{'distance_km': 2441.541, 'duration_hr': 28.978}","{'distance_km': 2589.773, 'duration_hr': 30.461}","{'distance_km': 3320.869, 'duration_hr': 37.578}","{'distance_km': 3175.46, 'duration_hr': 35.808}","{'distance_km': 3175.46, 'duration_hr': 35.808}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 12861.713, 'duration_hr': 185.281}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 0.0, 'duration_hr': 0.0}"
"{'distance_km': 1221.243, 'duration_hr': 14.389}","{'distance_km': 614.498, 'duration_hr': 7.501}","{'distance_km': 0.0, 'duration_hr': 0.0}","{'distance_km': 531.14, 'duration_hr': 6.266}","{'distance_km': 665.487, 'duration_hr': 8.175}","{'distance_km': 628.072, 'duration_hr': 7.639}","{'distance_km': 1927.284, 'duration_hr': 20.939}","{'distance_km': 1927.488, 'duration_hr': 21.031}","{'distance_km': 2046.893, 'duration_hr': 22.13}","{'distance_km': 1880.623, 'duration_hr': 20.593}","{'distance_km': 1945.755, 'duration_hr': 21.562}","{'distance_km': 1995.067, 'duration_hr': 22.595}","{'distance_km': 1886.726, 'duration_hr': 21.121}","{'distance_km': 1897.597, 'duration_hr': 21.371}","{'distance_km': 1896.707, 'duration_hr': 21.312}","{'distance_km': 1848.128, 'duration_hr': 20.864}","{'distance_km': 1850.171, 'duration_hr': 20.646}","{'distance_km': 1758.527, 'duration_hr': 19.863}","{'distance_km': 1866.503, 'duration_hr': 20.455}","{'distance_km': 1808.0, 'duration_hr': 20.639}","{'distance_km': 1800.909, 'duration_hr': 20.131}","{'distance_km': 1831.507, 'duration_hr': 20.42}","{'distance_km': 1863.892, 'duration_hr': 20.422}","{'distance_km': 1630.208, 'duration_hr': 18.524}","{'distance_km': 1717.696, 'duration_hr': 19.384}","{'distance_km': 2238.384, 'duration_hr': 24.35}","{'distance_km': 2037.466, 'duration_hr': 22.31}","{'distance_km': 2203.611, 'duration_hr': 23.82}","{'distance_km': 2201.479, 'duration_hr': 23.795}","{'distance_km': 2204.976, 'duration_hr': 23.892}","{'distance_km': 1908.409, 'duration_hr': 21.758}","{'distance_km': 1920.976, 'duration_hr': 22.028}","{'distance_km': 1974.231, 'duration_hr': 22.851}","{'distance_km': 2009.313, 'duration_hr': 23.114}","{'distance_km': 1950.937, 'duration_hr': 22.472}","{'distance_km': 1910.845, 'duration_hr': 22.203}","{'distance_km': 2251.997, 'duration_hr': 24.341}","{'distance_km': 2074.91, 'duration_hr': 23.126}","{'distance_km': 1972.646, 'duration_hr': 22.013}","{'distance_km': 2120.879, 'duration_hr': 23.496}","{'distance_km': 2851.974, 'duration_hr': 30.613}","{'distance_km': 2704.177, 'duration_hr': 28.805}","{'distance_km': 2704.177, 'duration_hr': 28.805}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 12325.512, 'duration_hr': 185.265}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 0.0, 'duration_hr': 0.0}"
"{'distance_km': 1460.102, 'duration_hr': 18.503}","{'distance_km': 645.72, 'duration_hr': 8.495}","{'distance_km': 521.316, 'duration_hr': 6.351}","{'distance_km': 0.0, 'duration_hr': 0.0}","{'distance_km': 240.636, 'duration_hr': 2.984}","{'distance_km': 203.22, 'duration_hr': 2.449}","{'distance_km': 1768.045, 'duration_hr': 19.806}","{'distance_km': 1768.249, 'duration_hr': 19.898}","{'distance_km': 1887.653, 'duration_hr': 20.997}","{'distance_km': 1721.384, 'duration_hr': 19.461}","{'distance_km': 1786.516, 'duration_hr': 20.429}","{'distance_km': 1835.827, 'duration_hr': 21.462}","{'distance_km': 1727.487, 'duration_hr': 19.988}","{'distance_km': 1738.357, 'duration_hr': 20.238}","{'distance_km': 1737.468, 'duration_hr': 20.179}","{'distance_km': 1796.631, 'duration_hr': 20.479}","{'distance_km': 1823.761, 'duration_hr': 20.279}","{'distance_km': 1732.116, 'duration_hr': 19.496}","{'distance_km': 1707.264, 'duration_hr': 19.322}","{'distance_km': 1781.59, 'duration_hr': 20.272}","{'distance_km': 1774.498, 'duration_hr': 19.765}","{'distance_km': 1805.096, 'duration_hr': 20.053}","{'distance_km': 1704.653, 'duration_hr': 19.289}","{'distance_km': 1603.797, 'duration_hr': 18.157}","{'distance_km': 1669.913, 'duration_hr': 18.995}","{'distance_km': 2079.145, 'duration_hr': 23.218}","{'distance_km': 1878.226, 'duration_hr': 21.177}","{'distance_km': 2044.371, 'duration_hr': 22.687}","{'distance_km': 2042.239, 'duration_hr': 22.663}","{'distance_km': 2045.737, 'duration_hr': 22.759}","{'distance_km': 1833.195, 'duration_hr': 21.278}","{'distance_km': 1845.762, 'duration_hr': 21.548}","{'distance_km': 1814.992, 'duration_hr': 21.718}","{'distance_km': 1934.1, 'duration_hr': 22.634}","{'distance_km': 1875.724, 'duration_hr': 21.992}","{'distance_km': 1835.632, 'duration_hr': 21.722}","{'distance_km': 2092.758, 'duration_hr': 23.208}","{'distance_km': 1915.67, 'duration_hr': 21.993}","{'distance_km': 1946.236, 'duration_hr': 21.646}","{'distance_km': 2094.468, 'duration_hr': 23.13}","{'distance_km': 2800.477, 'duration_hr': 30.229}","{'distance_km': 2534.04, 'duration_hr': 27.565}","{'distance_km': 2534.04, 'duration_hr': 27.565}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 13265.304, 'duration_hr': 190.537}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 0.0, 'duration_hr': 0.0}"
"{'distance_km': 1397.386, 'duration_hr': 18.488}","{'distance_km': 471.409, 'duration_hr': 6.556}","{'distance_km': 659.15, 'duration_hr': 8.273}","{'distance_km': 240.631, 'duration_hr': 2.989}","{'distance_km': 0.0, 'duration_hr': 0.0}","{'distance_km': 38.195, 'duration_hr': 0.598}","{'distance_km': 2004.137, 'duration_hr': 22.562}","{'distance_km': 2004.341, 'duration_hr': 22.655}","{'distance_km': 2123.745, 'duration_hr': 23.754}","{'distance_km': 1957.476, 'duration_hr': 22.217}","{'distance_km': 2022.608, 'duration_hr': 23.186}","{'distance_km': 2071.919, 'duration_hr': 24.219}","{'distance_km': 1963.579, 'duration_hr': 22.745}","{'distance_km': 1974.449, 'duration_hr': 22.994}","{'distance_km': 1973.56, 'duration_hr': 22.936}","{'distance_km': 2025.822, 'duration_hr': 23.077}","{'distance_km': 2027.865, 'duration_hr': 22.859}","{'distance_km': 1936.22, 'duration_hr': 22.076}","{'distance_km': 1943.356, 'duration_hr': 22.079}","{'distance_km': 1985.693, 'duration_hr': 22.852}","{'distance_km': 1978.602, 'duration_hr': 22.345}","{'distance_km': 2009.2, 'duration_hr': 22.633}","{'distance_km': 1940.745, 'duration_hr': 22.046}","{'distance_km': 1807.901, 'duration_hr': 20.737}","{'distance_km': 1906.006, 'duration_hr': 21.752}","{'distance_km': 2315.237, 'duration_hr': 25.974}","{'distance_km': 2114.319, 'duration_hr': 23.934}","{'distance_km': 2280.463, 'duration_hr': 25.444}","{'distance_km': 2278.332, 'duration_hr': 25.419}","{'distance_km': 2281.829, 'duration_hr': 25.516}","{'distance_km': 2069.288, 'duration_hr': 24.034}","{'distance_km': 2081.854, 'duration_hr': 24.304}","{'distance_km': 2051.084, 'duration_hr': 24.475}","{'distance_km': 2170.192, 'duration_hr': 25.391}","{'distance_km': 2111.816, 'duration_hr': 24.749}","{'distance_km': 2071.724, 'duration_hr': 24.479}","{'distance_km': 2328.85, 'duration_hr': 25.965}","{'distance_km': 2151.763, 'duration_hr': 24.749}","{'distance_km': 2150.34, 'duration_hr': 24.226}","{'distance_km': 2298.572, 'duration_hr': 25.709}","{'distance_km': 3029.667, 'duration_hr': 32.826}","{'distance_km': 2770.132, 'duration_hr': 30.322}","{'distance_km': 2770.132, 'duration_hr': 30.322}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 13257.301, 'duration_hr': 190.646}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 0.0, 'duration_hr': 0.0}"
"{'distance_km': 1414.97, 'duration_hr': 18.058}","{'distance_km': 494.224, 'duration_hr': 6.745}","{'distance_km': 622.021, 'duration_hr': 7.72}","{'distance_km': 203.502, 'duration_hr': 2.436}","{'distance_km': 38.214, 'duration_hr': 0.571}","{'distance_km': 0.0, 'duration_hr': 0.0}","{'distance_km': 1967.008, 'duration_hr': 22.009}","{'distance_km': 1967.212, 'duration_hr': 22.102}","{'distance_km': 2086.616, 'duration_hr': 23.201}","{'distance_km': 1920.347, 'duration_hr': 21.664}","{'distance_km': 1985.479, 'duration_hr': 22.633}","{'distance_km': 2034.79, 'duration_hr': 23.666}","{'distance_km': 1926.45, 'duration_hr': 22.192}","{'distance_km': 1937.32, 'duration_hr': 22.441}","{'distance_km': 1936.431, 'duration_hr': 22.383}","{'distance_km': 1988.693, 'duration_hr': 22.524}","{'distance_km': 1990.736, 'duration_hr': 22.306}","{'distance_km': 1899.091, 'duration_hr': 21.523}","{'distance_km': 1906.227, 'duration_hr': 21.526}","{'distance_km': 1948.564, 'duration_hr': 22.299}","{'distance_km': 1941.473, 'duration_hr': 21.792}","{'distance_km': 1972.071, 'duration_hr': 22.08}","{'distance_km': 1903.616, 'duration_hr': 21.493}","{'distance_km': 1770.772, 'duration_hr': 20.184}","{'distance_km': 1868.876, 'duration_hr': 21.199}","{'distance_km': 2278.108, 'duration_hr': 25.421}","{'distance_km': 2077.19, 'duration_hr': 23.381}","{'distance_km': 2243.334, 'duration_hr': 24.891}","{'distance_km': 2241.202, 'duration_hr': 24.866}","{'distance_km': 2244.7, 'duration_hr': 24.962}","{'distance_km': 2032.159, 'duration_hr': 23.481}","{'distance_km': 2044.725, 'duration_hr': 23.751}","{'distance_km': 2013.955, 'duration_hr': 23.922}","{'distance_km': 2133.063, 'duration_hr': 24.838}","{'distance_km': 2074.687, 'duration_hr': 24.196}","{'distance_km': 2034.595, 'duration_hr': 23.926}","{'distance_km': 2291.721, 'duration_hr': 25.412}","{'distance_km': 2114.633, 'duration_hr': 24.196}","{'distance_km': 2113.211, 'duration_hr': 23.673}","{'distance_km': 2261.443, 'duration_hr': 25.157}","{'distance_km': 2992.538, 'duration_hr': 32.274}","{'distance_km': 2733.003, 'duration_hr': 29.769}","{'distance_km': 2733.003, 'duration_hr': 29.769}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 13220.172, 'duration_hr': 190.093}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 0.0, 'duration_hr': 0.0}"
"{'distance_km': 3143.381, 'duration_hr': 35.156}","{'distance_km': 2396.162, 'duration_hr': 27.954}","{'distance_km': 1924.491, 'duration_hr': 21.018}","{'distance_km': 1768.963, 'duration_hr': 19.807}","{'distance_km': 2005.548, 'duration_hr': 22.548}","{'distance_km': 1968.132, 'duration_hr': 22.012}","{'distance_km': 0.0, 'duration_hr': 0.0}","{'distance_km': 56.976, 'duration_hr': 0.973}","{'distance_km': 112.082, 'duration_hr': 2.286}","{'distance_km': 239.997, 'duration_hr': 3.044}","{'distance_km': 305.129, 'duration_hr': 4.013}","{'distance_km': 121.298, 'duration_hr': 2.388}","{'distance_km': 389.238, 'duration_hr': 4.981}","{'distance_km': 400.108, 'duration_hr': 5.231}","{'distance_km': 399.219, 'duration_hr': 5.172}","{'distance_km': 888.941, 'duration_hr': 9.364}","{'distance_km': 661.001, 'duration_hr': 7.214}","{'distance_km': 485.657, 'duration_hr': 5.926}","{'distance_km': 301.887, 'duration_hr': 3.753}","{'distance_km': 545.5, 'duration_hr': 6.83}","{'distance_km': 723.564, 'duration_hr': 7.779}","{'distance_km': 642.336, 'duration_hr': 6.988}","{'distance_km': 299.276, 'duration_hr': 3.721}","{'distance_km': 443.449, 'duration_hr': 5.053}","{'distance_km': 417.173, 'duration_hr': 5.122}","{'distance_km': 444.947, 'duration_hr': 5.035}","{'distance_km': 244.029, 'duration_hr': 2.995}","{'distance_km': 410.174, 'duration_hr': 4.504}","{'distance_km': 408.042, 'duration_hr': 4.48}","{'distance_km': 411.539, 'duration_hr': 4.576}","{'distance_km': 508.638, 'duration_hr': 6.384}","{'distance_km': 521.205, 'duration_hr': 6.654}","{'distance_km': 333.606, 'duration_hr': 5.303}","{'distance_km': 517.9, 'duration_hr': 6.681}","{'distance_km': 551.166, 'duration_hr': 7.099}","{'distance_km': 511.074, 'duration_hr': 6.829}","{'distance_km': 458.56, 'duration_hr': 5.026}","{'distance_km': 281.473, 'duration_hr': 3.81}","{'distance_km': 791.508, 'duration_hr': 8.616}","{'distance_km': 929.681, 'duration_hr': 9.946}","{'distance_km': 1849.15, 'duration_hr': 18.83}","{'distance_km': 979.579, 'duration_hr': 10.078}","{'distance_km': 979.579, 'duration_hr': 10.078}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 13652.381, 'duration_hr': 188.637}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 0.0, 'duration_hr': 0.0}"
"{'distance_km': 3143.406, 'duration_hr': 35.245}","{'distance_km': 2396.187, 'duration_hr': 28.043}","{'distance_km': 1924.517, 'duration_hr': 21.107}","{'distance_km': 1768.989, 'duration_hr': 19.897}","{'distance_km': 2005.573, 'duration_hr': 22.637}","{'distance_km': 1968.158, 'duration_hr': 22.102}","{'distance_km': 56.842, 'duration_hr': 0.969}","{'distance_km': 0.0, 'duration_hr': 0.0}","{'distance_km': 85.971, 'duration_hr': 1.992}","{'distance_km': 323.815, 'duration_hr': 3.638}","{'distance_km': 388.947, 'duration_hr': 4.606}","{'distance_km': 95.187, 'duration_hr': 2.094}","{'distance_km': 466.647, 'duration_hr': 5.533}","{'distance_km': 477.517, 'duration_hr': 5.782}","{'distance_km': 476.628, 'duration_hr': 5.724}","{'distance_km': 935.796, 'duration_hr': 9.731}","{'distance_km': 707.855, 'duration_hr': 7.581}","{'distance_km': 563.067, 'duration_hr': 6.478}","{'distance_km': 379.297, 'duration_hr': 4.305}","{'distance_km': 622.91, 'duration_hr': 7.382}","{'distance_km': 770.419, 'duration_hr': 8.146}","{'distance_km': 689.19, 'duration_hr': 7.355}","{'distance_km': 376.686, 'duration_hr': 4.272}","{'distance_km': 490.303, 'duration_hr': 5.419}","{'distance_km': 464.027, 'duration_hr': 5.489}","{'distance_km': 444.973, 'duration_hr': 5.124}","{'distance_km': 158.802, 'duration_hr': 2.908}","{'distance_km': 410.199, 'duration_hr': 4.594}","{'distance_km': 408.068, 'duration_hr': 4.569}","{'distance_km': 411.565, 'duration_hr': 4.666}","{'distance_km': 586.047, 'duration_hr': 6.936}","{'distance_km': 598.614, 'duration_hr': 7.206}","{'distance_km': 417.424, 'duration_hr': 5.895}","{'distance_km': 454.401, 'duration_hr': 7.019}","{'distance_km': 628.576, 'duration_hr': 7.651}","{'distance_km': 588.484, 'duration_hr': 7.381}","{'distance_km': 458.586, 'duration_hr': 5.115}","{'distance_km': 196.246, 'duration_hr': 3.724}","{'distance_km': 728.008, 'duration_hr': 8.955}","{'distance_km': 866.182, 'duration_hr': 10.285}","{'distance_km': 1785.651, 'duration_hr': 19.169}","{'distance_km': 979.604, 'duration_hr': 10.168}","{'distance_km': 979.604, 'duration_hr': 10.168}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 13652.406, 'duration_hr': 188.727}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 0.0, 'duration_hr': 0.0}"
"{'distance_km': 3262.081, 'duration_hr': 36.301}","{'distance_km': 2514.861, 'duration_hr': 29.098}","{'distance_km': 2043.191, 'duration_hr': 22.163}","{'distance_km': 1887.663, 'duration_hr': 20.952}","{'distance_km': 2124.247, 'duration_hr': 23.692}","{'distance_km': 2086.832, 'duration_hr': 23.157}","{'distance_km': 112.858, 'duration_hr': 2.304}","{'distance_km': 86.955, 'duration_hr': 2.017}","{'distance_km': 0.0, 'duration_hr': 0.0}","{'distance_km': 226.568, 'duration_hr': 4.714}","{'distance_km': 277.749, 'duration_hr': 5.559}","{'distance_km': 71.604, 'duration_hr': 1.342}","{'distance_km': 585.321, 'duration_hr': 6.588}","{'distance_km': 596.192, 'duration_hr': 6.838}","{'distance_km': 595.302, 'duration_hr': 6.779}","{'distance_km': 956.472, 'duration_hr': 10.757}","{'distance_km': 826.529, 'duration_hr': 8.637}","{'distance_km': 681.741, 'duration_hr': 7.533}","{'distance_km': 497.971, 'duration_hr': 5.361}","{'distance_km': 741.584, 'duration_hr': 8.437}","{'distance_km': 889.093, 'duration_hr': 9.201}","{'distance_km': 807.864, 'duration_hr': 8.41}","{'distance_km': 495.36, 'duration_hr': 5.328}","{'distance_km': 608.977, 'duration_hr': 6.475}","{'distance_km': 582.702, 'duration_hr': 6.544}","{'distance_km': 252.447, 'duration_hr': 4.347}","{'distance_km': 101.695, 'duration_hr': 1.679}","{'distance_km': 217.673, 'duration_hr': 3.817}","{'distance_km': 215.542, 'duration_hr': 3.792}","{'distance_km': 219.039, 'duration_hr': 3.888}","{'distance_km': 530.299, 'duration_hr': 6.79}","{'distance_km': 549.361, 'duration_hr': 7.306}","{'distance_km': 382.917, 'duration_hr': 5.626}","{'distance_km': 430.818, 'duration_hr': 6.267}","{'distance_km': 612.064, 'duration_hr': 7.561}","{'distance_km': 576.444, 'duration_hr': 7.713}","{'distance_km': 335.984, 'duration_hr': 4.388}","{'distance_km': 139.139, 'duration_hr': 2.495}","{'distance_km': 704.425, 'duration_hr': 8.203}","{'distance_km': 842.599, 'duration_hr': 9.532}","{'distance_km': 1762.068, 'duration_hr': 18.416}","{'distance_km': 943.313, 'duration_hr': 9.752}","{'distance_km': 943.313, 'duration_hr': 9.752}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 13771.08, 'duration_hr': 189.782}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 10000000000.0, 'duration_hr': 10000000000.0}","{'distance_km': 0.0, 'duration_hr': 0.0}"
